"Customweb_BarclaycardCw::Cancel","Interrompere"
"Customweb_BarclaycardCw::Cancel ID","Cancel ID"
"Customweb_BarclaycardCw::Cancel pending orders when out of stock","Cancellare gli ordini pendenti quando fuori stock."
"Customweb_BarclaycardCw::Cancel status","Status di cancellazione"
"Customweb_BarclaycardCw::Canceled BarclaycardCw","____ModuleCamel___ annullato"
"Customweb_BarclaycardCw::Canceling of this payment not possible!","Questo pagamento non può essere cancellato!"
"Customweb_BarclaycardCw::Cancelled Status","Status annullato"
"Customweb_BarclaycardCw::Cannot update item quantity.","Impossibile aggiornare la quantità dell'articolo."
"Customweb_BarclaycardCw::Capture (Don't Close)","Registrazione (Non chiudere)"
"Customweb_BarclaycardCw::Capture Amount","Capture Amount"
"Customweb_BarclaycardCw::Capture ID","Capture ID"
"Customweb_BarclaycardCw::Capture amount","Importo contabilizzato"
"Customweb_BarclaycardCw::Capture information","Informazione della contabilizzazione"
"Customweb_BarclaycardCw::Capture status","Status di registrazione"
"Customweb_BarclaycardCw::Captured Amount","Importo riconosciuto"
"Customweb_BarclaycardCw::Captured Status","Status registrato"
"Customweb_BarclaycardCw::Captures","Acquisizione"
"Customweb_BarclaycardCw::Captures & Refunds","Registrazioni & Rimborsi"
"Customweb_BarclaycardCw::Capturing","Contabilizzare"
"Customweb_BarclaycardCw::Card Expiration","Carta di data di scadenza"
"Customweb_BarclaycardCw::Card Expiry Date","Data di scadenza della carta"
"Customweb_BarclaycardCw::Card Holder Name","Titolari di carte"
"Customweb_BarclaycardCw::Card IP address country does not match with the billing country.","L'indirizzo IP del paese della carta non corrisponde con il paese di fatturazione."
"Customweb_BarclaycardCw::Card Number","Numero di carta"
"Customweb_BarclaycardCw::Card issue country was on the black list and hence the transaction is marked as uncertain.","Il paese di emissione della carta era sulla lista nera e, quindi, la transazione viene contrassegnata come incerta."
"Customweb_BarclaycardCw::Card issue country was on the white list and hence the transaction is marked as uncertain.","Il paese che ha emesso la carta era sulla lista bianca e quindi la transazione viene contrassegnata come incerta."
"Customweb_BarclaycardCw::Card issuer country does not match with the IP address country.","Il paese che ha emesso la carta non corrisponde al il paese dell' indirizzo IP."
"Customweb_BarclaycardCw::Card issuer country does not match with the billing country.","Il paese emittente della carta non corrisponde al paese di fatturazione."
"Customweb_BarclaycardCw::Carrier Title","Titolo del trasportatore"
"Customweb_BarclaycardCw::Carte Bleue","Carte Bleue"
"Customweb_BarclaycardCw::Check out faster","Effettua il checkout più velocemente"
"Customweb_BarclaycardCw::Check to activate the external checkout.","Selezionare questa opzione per attivare il checkout esterno."
"Customweb_BarclaycardCw::Checkout","Checkout"
"Customweb_BarclaycardCw::Checkout as Guest","Checkout come ospite"
"Customweb_BarclaycardCw::Checkout as a Guest or Register","Checkout come ospite o iscriviti"
"Customweb_BarclaycardCw::Checkout as a new customer","Effettua il checkout come nuovo cliente"
"Customweb_BarclaycardCw::Checkout using your account","Effettua il checkout utilizzando il tuo account"
"Customweb_BarclaycardCw::Checkout with MasterPass.","Pagare con MasterPass"
"Customweb_BarclaycardCw::Choose settlement after order in case you want an invoice to be created with your oder. The state of the invoice will set according to your capture status","Seleziona 'Creazione dopo l'ordine' se vuoi che la fattura venga creata. Lo status della fattura sarà impostato secondo lo status della registrazione"
"Customweb_BarclaycardCw::Company Commercial Number","Numero commerciale dell'azienda"
"Customweb_BarclaycardCw::Confirm Password","Conferma la password"
"Customweb_BarclaycardCw::Continue","Continua"
"Customweb_BarclaycardCw::Copy the SHA-IN signature in the module and in the back-end of Barclaycard under the menu Technical Information > Origin Verification.","Copia la firma SHA-IN nel modulo e nel back-end di Barclaycard nel menu Technical Information > Origin Verification."
"Customweb_BarclaycardCw::Copy the SHA-OUT signature in the module and in the back-end of Barclaycard under and Technical Information > Transaction Feedback.","Copia la firma SHA-OUT nel modulo e nel back-end di Barclaycard sotto Technical Information > Transaction Feedback."
"Customweb_BarclaycardCw::Could not convert object of type '!type' to string.","Impossibile convertire l'oggetto di tipo '!type' in  string."
"Customweb_BarclaycardCw::Could not find a brand for the given card number.","Impossibile trovare un marchio in base al numero di carta fornito."
"Customweb_BarclaycardCw::Could not find pressed button.","Impossibile trovare il pulsante premuto."
"Customweb_BarclaycardCw::Could not find template file at default location '!location'.","Impossibile trovare il file template nella posizione di default '!location'."
"Customweb_BarclaycardCw::Could not find the payment method !paymentMethodName.","Impossibile trovare il metodo di pagamento !paymentMethodName."
"Customweb_BarclaycardCw::Could not load layout from URL !url. Reason: !reason","Impossibile caricare il layout dall' URL !url. motivo: !reason"
"Customweb_BarclaycardCw::Country Check","Verifica del paese"
"Customweb_BarclaycardCw::Create Account","Crea un account"
"Customweb_BarclaycardCw::Create New Order - Payment","Crea un nuovo ordine - Pagamento"
"Customweb_BarclaycardCw::Create a recurring payment, with an existing alias is not supported","Create a recurring payment, with an existing alias is not supported"
"Customweb_BarclaycardCw::Create the SHA signatures (SHA-IN and SHA-OUT) with the !linkStart SHA signatures generator !linkEnd.","Crea le firme SHA (SHA-IN e SHA-out) con il generatore di firme !linkStart SHA !linkEnd."
"Customweb_BarclaycardCw::Creating an account has many benefits:","I numerosi vantaggi di creare un account:"
"Customweb_BarclaycardCw::Creation Date","Data di creazione"
"Customweb_BarclaycardCw::Credit Card Brands","Marche Carta di Credito"
"Customweb_BarclaycardCw::Credit Memo History","Credit Memo History"
"Customweb_BarclaycardCw::Credit Memo Totals","Credit Memo Totals"
"Customweb_BarclaycardCw::Credit memo's total must be positive.","Il totale di nota di credito deve essere positivo."
"Customweb_BarclaycardCw::Currency","Valuta"
"Customweb_BarclaycardCw::Current Configuration Scope:","Attuale ambito di configurazione:"
"Customweb_BarclaycardCw::Customer Account","Account cliente"
"Customweb_BarclaycardCw::Customer Alias Management","Gestione dell'Alias del cliente"
"Customweb_BarclaycardCw::Customer failed to pay","Il cliente non ha potuto effettuare il pagamento"
"Customweb_BarclaycardCw::Customer successfully returned from BarclaycardCw","Il cliente é tornato con successo da BarclaycardCw."
"Customweb_BarclaycardCw::Customer successfully returned from Barclaycard","Cliente rimandato con successo dalla pagina di pagamento ____ ModuleCamel____."
"Customweb_BarclaycardCw::Customer sucessfully returned from the BarclaycardCw payment page.","Customer sucessfully returned from the BarclaycardCw payment page."
"Customweb_BarclaycardCw::Customers","Clienti"
"Customweb_BarclaycardCw::Customweb","Customweb"
"Customweb_BarclaycardCw::Date","Data"
"Customweb_BarclaycardCw::Date of Birth","Data di nascita"
"Customweb_BarclaycardCw::Day","Giorno"
"Customweb_BarclaycardCw::Deactivate","Deactivate"
"Customweb_BarclaycardCw::Dear customer we have received your billing and shipping information. In order to finish your order please create an account below or checkout as guest.","Gentile cliente abbiamo ricevuto le sue informazioni  di  fatturazione e  spedizione. Per concludere il tuo ordine,  vai alla cassa, crea un nuovo accesso o effettua il checkout come ospite."
"Customweb_BarclaycardCw::Dear customer, it appears to us that your payment was successful, but we are still waiting for confirmation. You can wait on this page and we will redirect you after we received the confirmation. Or you can close this window and we will send out an order confirmation email.","Gentile cliente, il suo pagamento sembra andato a buon fine, tuttavia siamo ancora in attesa di conferma. Può aspettare su questa pagina e la reindirizzeremo dopo che avremo ricevuto la conferma. Oppure può chiudere questa finestra e le invieremo una e-mail di conferma dell'ordine."
"Customweb_BarclaycardCw::Default Config","Configurazione predefinita"
"Customweb_BarclaycardCw::Default Values","Valori standard"
"Customweb_BarclaycardCw::Deferred","Ritardato"
"Customweb_BarclaycardCw::Deferred (authorization)","Deferred (authorization)"
"Customweb_BarclaycardCw::Deferred capturing","Registrazione ritardata"
"Customweb_BarclaycardCw::Deferred settlement","Creazione ritardata"
"Customweb_BarclaycardCw::Define a maximal order total for this checkout to be available.","Definire un ordine totale massimo al fine che questo checkout sia disponibile."
"Customweb_BarclaycardCw::Define a minimal order total for this checkout to be available.","Definire un ordine totale minimo al fine che questo checkout sia disponibile."
"Customweb_BarclaycardCw::Define here the title which is shown on the payment page. If no title is defined here the default one is used.","Definire qui il titolo che viene visualizzato nella pagina di pagamento. Se non viene indicato nessun titolo verrà utilizzato quello di default."
"Customweb_BarclaycardCw::Delayed","Ritardato"
"Customweb_BarclaycardCw::Delete","Cancellare"
"Customweb_BarclaycardCw::Delivery address","Indirizzo di consegna"
"Customweb_BarclaycardCw::Denmark (DK)","Danimarca (DK)"
"Customweb_BarclaycardCw::Description","Descrizione"
"Customweb_BarclaycardCw::Diners Club","Diners Club"
"Customweb_BarclaycardCw::Direct Debits","Direct Debits"
"Customweb_BarclaycardCw::Direct E-Banking","Direct E-Banking"
"Customweb_BarclaycardCw::Direct Link","Direct Link"
"Customweb_BarclaycardCw::Direct capture after order","Subito dopo l'acquisto"
"Customweb_BarclaycardCw::Directly after order","Subito dopo l'acquisto"
"Customweb_BarclaycardCw::Directly after order (sale)","Directly after order (sale)"
"Customweb_BarclaycardCw::Disabled","Disattivato"
"Customweb_BarclaycardCw::Discount","Sconto"
"Customweb_BarclaycardCw::Discount Amount","Sconto"
"Customweb_BarclaycardCw::Discover Card","Discover Card"
"Customweb_BarclaycardCw::Do never mark the transaction as uncertain, except those from countries listed below.","Non contrassegnare mai la transazione come incerta, ad eccezione di quelle provenienti dai paesi elencati di seguito."
"Customweb_BarclaycardCw::Don't change order status","Non cambiare lo stato dell'ordine"
"Customweb_BarclaycardCw::Don't change the layout of the payment page","Non modificare il layout della pagina di pagamento"
"Customweb_BarclaycardCw::Don't use template (standard Barclaycard)","Non utilizzare il modello (di default Barclaycard)"
"Customweb_BarclaycardCw::During authorization","Durante l'autorizzazione"
"Customweb_BarclaycardCw::Dynamic Template","Modello Dinamico"
"Customweb_BarclaycardCw::Edit","Modifica"
"Customweb_BarclaycardCw::Edit Invoice #%s","Modifica fattura #%s"
"Customweb_BarclaycardCw::Email Address","Indirizzo email"
"Customweb_BarclaycardCw::Empty version number field name","Campo del numero vuoto"
"Customweb_BarclaycardCw::Enable or disable logging.","Attiva o disattiva logging."
"Customweb_BarclaycardCw::Enable the desired payment methods.","Abilitare i metodi di pagamento desiderati."
"Customweb_BarclaycardCw::Enable the payment method","Attiva la modalità di pagamento"
"Customweb_BarclaycardCw::Enabled","Attivato"
"Customweb_BarclaycardCw::Enter the PSPID for the test and live (if available) mode.","Inserisci la PSP ID per la modalità test e live (se disponibile)."
"Customweb_BarclaycardCw::Enter the PSPID of Barclaycard.","Inserisci lo user test PSPID di Barclaycard."
"Customweb_BarclaycardCw::Enter the URLs in the PSP Technical Information > Transaction Feedback. Make sure that the feedback is set to &quot;Online but switch to a deferred request when the online requests fail&quot;.","Inserisci gli URL nella PSP Technical Information > Transaction Feedback. Assicurarsi che il feedback sia impostato su  ""Online ma passare ad una richiesta differita quando le richieste online fail&quot;""."
"Customweb_BarclaycardCw::Enter the date on which your card expires.","Inserisci la data di scadenza della carta."
"Customweb_BarclaycardCw::Enter the live SHA-IN passphrase. This value must be identical to the one in the back-end of Barclaycard.","Inserisci la SHA-IN passphrase live. Questo valore deve essere identico a quello del back-end di Barclaycard."
"Customweb_BarclaycardCw::Enter the live SHA-OUT passphrase. This value must be identical to the one in the back-end of Barclaycard.","Inserisci la SHA-OUT passphrase live. Questo valore deve essere identico a quello del back-end di Barclaycard."
"Customweb_BarclaycardCw::Enter the test PSPID of Barclaycard.","Inserisci lo user test PSPID di Barclaycard."
"Customweb_BarclaycardCw::Enter the test SHA-IN passphrase. This value must be identical to the one in the back-end of Barclaycard.","Inserisci la SHA-OUT passphrase di prova. Questo valore deve essere identico a quello del back-end di Barclaycard."
"Customweb_BarclaycardCw::Enter the test SHA-OUT passphrase. This value must be identical to the one in the back-end of Barclaycard.","Inserisci la SHA-OUT passphrase di prova. Questo valore deve essere identico a quello del back-end di Barclaycard."
"Customweb_BarclaycardCw::Equens (Direct Debits NL)","Equens (Direct Debits NL)"
"Customweb_BarclaycardCw::Error with the length of the validation date.","Error with the length of the validation date."
"Customweb_BarclaycardCw::Excl. Tax","Escl. tasse"
"Customweb_BarclaycardCw::Expiry date contains non-numeric data.","La data di scadenza contiene dati non numerici."
"Customweb_BarclaycardCw::Expiry date is in wrong format.","La data di scadenza non é nel formato corretto."
"Customweb_BarclaycardCw::Expiry date must be in the future.","La data di scadenza deve essere futura."
"Customweb_BarclaycardCw::External Checkout","Checkout esterno"
"Customweb_BarclaycardCw::External Checkout: Guest Checkout","Checkout esterno: Checkout da ospite"
"Customweb_BarclaycardCw::Failed","Non andato a buon fine"
"Customweb_BarclaycardCw::Failed payment authorization.","L'autorizzazione é stata rifiutata."
"Customweb_BarclaycardCw::Failure during cancellation of the transaction. (Cancellation reason: Customer did not pay","Errore durante la cancellazione della transazione. Motivo di cancellazione: Il cliente non ha pagato"
"Customweb_BarclaycardCw::Failure during capturing of the transaction. Check the ____paymentServiceProvider____ backend for the current state of the transaction.","Errore durante l'acquisizione della transazione. Controllare il ____paymentServiceProvider____ backend per conoscere lo status attuale della transazione."
"Customweb_BarclaycardCw::Female","Femmina"
"Customweb_BarclaycardCw::Figure !number:","Figure !number:"
"Customweb_BarclaycardCw::Finland (FI)","Finlandia (FI)"
"Customweb_BarclaycardCw::Font Family","Font"
"Customweb_BarclaycardCw::For a maintenance request a payment id must be set on the transaction.","Deve essere impostato sulla transazione un id pagamento per una richiesta di manutenzione."
"Customweb_BarclaycardCw::Forgot Your Password?","Hai dimenticato la password?"
"Customweb_BarclaycardCw::Forgot your password?","Hai dimenticato la password?"
"Customweb_BarclaycardCw::France (FR)","Francia (FR)"
"Customweb_BarclaycardCw::Gender","Genere"
"Customweb_BarclaycardCw::Germany","Germania (DE)"
"Customweb_BarclaycardCw::Germany (DE)","Germania (DE)"
"Customweb_BarclaycardCw::Germany (no code)","Germania (nessun codice)"
"Customweb_BarclaycardCw::Get Update","Aggiorna"
"Customweb_BarclaycardCw::Great Britain (GB)","Gran Bretagna (GB)"
"Customweb_BarclaycardCw::Green","Verde"
"Customweb_BarclaycardCw::HTTP Status Changes URL","URL per cambiamenti di stato HTTP"
"Customweb_BarclaycardCw::HTTP Status for Refused Payments","Status per i pagamenti rifiutati (secondo una richiesta HTTP per cambiamenti di status)"
"Customweb_BarclaycardCw::HTTP Status for Successful Payments","Status per i pagamenti andati a buon fine (secondo una richiesta HTTP per i cambiamenti di status)"
"Customweb_BarclaycardCw::Hash calculation method","Metodo di calcolo del hash"
"Customweb_BarclaycardCw::Here you can define a Shop ID. This is only necessary if you wish to operate several shops with one PSPID. In order to use this module, an additional module is required.","Qui é possibile definire un ID Shop, necessario solo se si desidera utilizzare diversi negozi con una PSPID. Per utilizzare questo modulo, é richiesto un modulo aggiuntivo."
"Customweb_BarclaycardCw::Here you can insert an order prefix. The prefix allows you to change the order number that is transmitted to Authorize.net. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id}).","Here you can insert an order prefix. The prefix allows you to change the order number that is transmitted to Authorize.net. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id})."
"Customweb_BarclaycardCw::Here you can insert an order prefix. The prefix allows you to change the order number that is transmitted to Barclaycard. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id}).","Qui è possibile inserire un prefisso d'ordine. Il prefisso consente di cambiare il numero d'ordine che viene trasmesso a Barclaycard .  Il profilo deve contenere il tag {id}. Il prefisso sarà poi sostituito dal numero d'ordine (es. name-{id}). Non utilizzare '_'."
"Customweb_BarclaycardCw::Hide","Nascondi"
"Customweb_BarclaycardCw::Horizontally grouped logos with no group names","Loghi  raggruppati orizzontalmente senza i nomi dei gruppi"
"Customweb_BarclaycardCw::Horizontally grouped logos with the name on the left side","Loghi raggruppati orizzontalmente con il nome sul lato sinistro"
"Customweb_BarclaycardCw::IBAN","IBAN"
"Customweb_BarclaycardCw::IBAN number","Numero IBAN"
"Customweb_BarclaycardCw::IP country and billing country code must match.","L'IP del paese e il codice di fatturazione del paese devono corrispondere."
"Customweb_BarclaycardCw::IP country code and issuer country code must match.","Codice IP del paese e  codice del paese dell'emittente devono corrispondere."
"Customweb_BarclaycardCw::If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, it won't be available until the order is canceled (see timeout option below). Enable this setting to cancel the customer's pending orders when he returns to the cart page and a product is not available anymore.","Se é rimasto un solo pezzo in magazzino e il pagamento del cliente che vuole comprare questo prodotto fallisce, il prodotto sarà riservato fino a quando l'ordine é cancellato (vedere l'opzione Timeout). Attivare questa opzione se si desidera che il prodotto NON sia riservato e che l'ordine con un pagamento non riuscito sia immediatamente annullato."
"Customweb_BarclaycardCw::If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, it won't be available until the order is canceled (see timeout option below). Enable this setting to cancel the customer's pending orders when he returns to the cart page and a product is not available anymore. Be careful though: If you enable this option, there is a chance that payments are made with the corresponding order being already canceled.","Se un prodotto è disponibile solo una volta e il pagamento dell'ordine cliente il prodotto non riesce o viene interrotta, non sarà disponibile fino a quando l'ordine viene annullato (guarda l'opzione di timeout di seguito). Attiva questa impostazione per annullare gli ordini in attesa del cliente quando torna alla pagina del carrello e di un prodotto non è più disponibile. Attenzione, però: se si attiva questa opzione, c'è una possibilità che i pagamenti vengano effettuati con l'ordine corrispondente che é già stato annullato."
"Customweb_BarclaycardCw::If it is not applicable leave the field empty.","Se non é possibile lasciare il campo vuoto."
"Customweb_BarclaycardCw::If the Alias Manager is used, the intended purpose is shown to the customer on the payment page. Through this the customer knows why his data is saved.","Se viene utilizzato l'Alias Manager, la casuale viene mostrata al cliente sulla pagina di pagamento. In questo modo il cliente sa perché i suoi dati vengono memorizzati."
"Customweb_BarclaycardCw::If the status is 'Pending' it is unclear whether the transaction will be cancelled successfully.","Se lo stato é 'in sospeso' non é chiaro se la transazione verrà annullata correttamente."
"Customweb_BarclaycardCw::If the status is 'Pending' it is unclear whether the transaction will be captured successfully.","Se lo stato é 'In sospeso' non é chiaro se la transazione sarà registrata con successo."
"Customweb_BarclaycardCw::If the status is 'Pending' it is unclear whether the transaction will be refunded successfully.","Se lo stato é 'In sospeso' non é chiaro se la transazione sarà rimborsata con successo."
"Customweb_BarclaycardCw::If the test mode is selected the test PSPID is used and the test SHA passphrases.","Nella modalità test il test PSPID e passphrase SHA test sono utilizzate automaticamente"
"Customweb_BarclaycardCw::If the test mode is selected the test account is used. Otherwise the configured account is used.","If the test mode is selected the test account is used. Otherwise the configured account is used."
"Customweb_BarclaycardCw::If you have any issues with the module please feel free to contact us. See our <a href='https://www.sellxed.com/en/support' target='_blank'>support page</a> for more information.","Se hai problemi con il modulo non esitare a contattarci. Controlla anche <a href='https://www.sellxed.com/en/support' target='_blank'>support page</a> per ulteriori informazioni."
"Customweb_BarclaycardCw::If you select this checkbox, the payment will be captured at the PSP and you can not add additional captures.","Se selezioni questa opzione, il pagamento sarà registrato al PSP e non puoi aggiungere ulteriori registrazioni."
"Customweb_BarclaycardCw::If you would like to use recurring payments, you need our magento module ""Customweb Subscription"". For further information go to <a href=""http://www.sellxed.com/shop/"" target=""_blank"">sellxed.com</a>.","Se si desidera utilizzare pagamenti ricorrenti, è necessario il modulo di Magento ""abbonamento CustomWeb "". Per ulteriori informazioni visitare <a href=""http://www.sellxed.com/shop/"" target=""_blank"">sellxed.com</a>."
"Customweb_BarclaycardCw::Image Brand Selection","Image Brand Selection"
"Customweb_BarclaycardCw::In case hidden authorization is used, the brand of the credit card is detected by the card number and the card number is validated accordingly. This setting enables the restriction of the allowed brands.","Se si utilizza un' autorizzazione nascosta, la marca della carta di credito é rilevata tramite ill numero della carta e il numero di carta viene convalidato di conseguenza. Questa impostazione permette la limitazione dei marchi consentiti."
"Customweb_BarclaycardCw::In case the payment page is used with this payment method the different credit card brands are listed on the payment page of Barclaycard. This setting controlls the display of them.","Nel caso in cui la pagina di pagamento viene utilizzata con questo metodo di pagamento diverse marche di carte di credito sono elencate nella pagina di pagamento di Barclaycard. Questa impostazione controlla che vengano visualizzate."
"Customweb_BarclaycardCw::In some cases it may take a few seconds until the transaction is successfully authorized. When this option is enabled, the notification is awaited.","In alcuni casi possono volerci alcuni secondi prima che la transazione sia autorizzata con successo. Quando l'opzione é attivata, la notifica arriva dopo qualche secondo."
