"Customweb_BarclaycardCw::Card Expiration","Fecha de vencimiento de la tarjeta"
"Customweb_BarclaycardCw::Card Expiry Date","Fecha de caducidad de la tarjeta"
"Customweb_BarclaycardCw::Card Holder Name","Titular de tarjeta"
"Customweb_BarclaycardCw::Card IP address country does not match with the billing country.","País de la dirección IP de tarjeta no coincide con el país de facturación."
"Customweb_BarclaycardCw::Card Number","Número de tarjeta"
"Customweb_BarclaycardCw::Card issue country was on the black list and hence the transaction is marked as uncertain.","País expedición de la tarjeta estaba en la lista de negro y, por tanto, la transacción se marca como incierto."
"Customweb_BarclaycardCw::Card issue country was on the white list and hence the transaction is marked as uncertain.","País expedición de la tarjeta estaba en la lista blanca y, por tanto, la transacción se marca como incierto."
"Customweb_BarclaycardCw::Card issuer country does not match with the IP address country.","País emisor de la tarjeta no coincide con el país de direcciones IP."
"Customweb_BarclaycardCw::Card issuer country does not match with the billing country.","País emisor de la tarjeta no coincide con el país de facturación."
"Customweb_BarclaycardCw::Carrier Title","Carrier Title"
"Customweb_BarclaycardCw::Carte Bleue","Carte Bleue"
"Customweb_BarclaycardCw::Check out faster","Check out faster"
"Customweb_BarclaycardCw::Check to activate the external checkout.","Check to activate the external checkout."
"Customweb_BarclaycardCw::Checkout","Checkout"
"Customweb_BarclaycardCw::Checkout as Guest","Checkout as Guest"
"Customweb_BarclaycardCw::Checkout as a Guest or Register","Checkout as a Guest or Register"
"Customweb_BarclaycardCw::Checkout as a new customer","Checkout as a new customer"
"Customweb_BarclaycardCw::Checkout using your account","Checkout using your account"
"Customweb_BarclaycardCw::Checkout with MasterPass.","Checkout with MasterPass."
"Customweb_BarclaycardCw::Choose settlement after order in case you want an invoice to be created with your oder. The state of the invoice will set according to your capture status","Selecciona 'Creación después del pedido' si quiere que se crea una factura con el pedido. El estado de la factura basa en la el estado contabilización."
"Customweb_BarclaycardCw::Company Commercial Number","Compañía Número Comercial"
"Customweb_BarclaycardCw::Confirm Password","Confirm Password"
"Customweb_BarclaycardCw::Continue","Continuar"
"Customweb_BarclaycardCw::Copy the SHA-IN signature in the module and in the back-end of Barclaycard under the menu Technical Information > Origin Verification.","Copie la firma SHA-IN en el módulo y en el back-end de Barclaycard en el menú Technical Information > Origin Verification."
"Customweb_BarclaycardCw::Copy the SHA-OUT signature in the module and in the back-end of Barclaycard under and Technical Information > Transaction Feedback.","Copie la firma SHA-OUT en el módulo y en el back-end de Barclaycard en Technical Information > Transaction Feedback."
"Customweb_BarclaycardCw::Could not convert object of type '!type' to string.","No se pudo convertir el objeto de tipo '!type' a string."
"Customweb_BarclaycardCw::Could not find a brand for the given card number.","No se pudo encontrar una marca para el número de la tarjeta dada."
"Customweb_BarclaycardCw::Could not find pressed button.","No se pudo encontrar el botón presionado."
"Customweb_BarclaycardCw::Could not find template file at default location '!location'.","No se pudo encontrar el archivo de plantilla en la ubicación predeterminada '!location'."
"Customweb_BarclaycardCw::Could not find the payment method !paymentMethodName.","No se pudo encontrar la forma de pago !paymentMethodName."
"Customweb_BarclaycardCw::Could not load layout from URL !url. Reason: !reason","No se pudo cargar el diseño de URL !url. Motivo: !reason"
"Customweb_BarclaycardCw::Country Check","País descubre"
"Customweb_BarclaycardCw::Create Account","Create Account"
"Customweb_BarclaycardCw::Create New Order - Payment","Create New Order - Payment"
"Customweb_BarclaycardCw::Create a recurring payment, with an existing alias is not supported","Create a recurring payment, with an existing alias is not supported"
"Customweb_BarclaycardCw::Create the SHA signatures (SHA-IN and SHA-OUT) with the !linkStart SHA signatures generator !linkEnd.","Crear las firmas SHA (SHA-IN y SHA-OUT) con el !linkStart SHA firmas generador !linkEnd."
"Customweb_BarclaycardCw::Creating an account has many benefits:","Creating an account has many benefits:"
"Customweb_BarclaycardCw::Creation Date","Creation Date"
"Customweb_BarclaycardCw::Credit Card Brands","Marcas de Tarjeta de Crédito"
"Customweb_BarclaycardCw::Credit Memo History","Credit Memo History"
"Customweb_BarclaycardCw::Credit Memo Totals","Credit Memo Totals"
"Customweb_BarclaycardCw::Credit memo's total must be positive.","Total del nota de crédito debe ser positivo."
"Customweb_BarclaycardCw::Currency","Moneda"
"Customweb_BarclaycardCw::Current Configuration Scope:","Alcance de configuración actual:"
"Customweb_BarclaycardCw::Customer Account","Customer Account"
"Customweb_BarclaycardCw::Customer Alias Management","Customer Alias Management"
"Customweb_BarclaycardCw::Customer failed to pay","Customer failed to pay"
"Customweb_BarclaycardCw::Customer successfully returned from BarclaycardCw","El cliente ha regresado con éxito de BarclaycardCw"
"Customweb_BarclaycardCw::Customer successfully returned from Barclaycard","Cliente regresó con éxito de Barclaycard"
"Customweb_BarclaycardCw::Customer sucessfully returned from the BarclaycardCw payment page.","Customer sucessfully returned from the BarclaycardCw payment page."
"Customweb_BarclaycardCw::Customers","Customers"
"Customweb_BarclaycardCw::Customweb","Customweb"
"Customweb_BarclaycardCw::Date","Fecha"
"Customweb_BarclaycardCw::Date of Birth","Fecha de nacimiento"
"Customweb_BarclaycardCw::Day","Día"
"Customweb_BarclaycardCw::Deactivate","Deactivate"
"Customweb_BarclaycardCw::Dear customer we have received your billing and shipping information. In order to finish your order please create an account below or checkout as guest.","Dear customer we have received your billing and shipping information. In order to finish your order please create an account below or checkout as guest."
"Customweb_BarclaycardCw::Dear customer, it appears to us that your payment was successful, but we are still waiting for confirmation. You can wait on this page and we will redirect you after we received the confirmation. Or you can close this window and we will send out an order confirmation email.","Dear customer, it appears to us that your payment was successful, but we are still waiting for confirmation. You can wait on this page and we will redirect you after we received the confirmation. Or you can close this window and we will send out an order confirmation email."
"Customweb_BarclaycardCw::Default Config","Configuración estándar"
"Customweb_BarclaycardCw::Default Values","Default Values"
"Customweb_BarclaycardCw::Deferred","Diferido"
"Customweb_BarclaycardCw::Deferred (authorization)","Deferred (authorization)"
"Customweb_BarclaycardCw::Deferred capturing","Contabilización retrasada"
"Customweb_BarclaycardCw::Deferred settlement","Creación retrasada"
"Customweb_BarclaycardCw::Define a maximal order total for this checkout to be available.","Define a maximal order total for this checkout to be available."
"Customweb_BarclaycardCw::Define a minimal order total for this checkout to be available.","Define a minimal order total for this checkout to be available."
"Customweb_BarclaycardCw::Define here the title which is shown on the payment page. If no title is defined here the default one is used.","Define here the title which is shown on the payment page. If no title is defined here the default one is used."
"Customweb_BarclaycardCw::Delayed","Retrasado"
"Customweb_BarclaycardCw::Delete","Borrar"
"Customweb_BarclaycardCw::Delivery address","Dirección de envío"
"Customweb_BarclaycardCw::Denmark (DK)","Dinamarca (DK)"
"Customweb_BarclaycardCw::Description","Descripción"
"Customweb_BarclaycardCw::Diners Club","Diners Club"
"Customweb_BarclaycardCw::Direct Debits","Direct Debits"
"Customweb_BarclaycardCw::Direct E-Banking","Direct E-Banking"
"Customweb_BarclaycardCw::Direct Link","Direct Link"
"Customweb_BarclaycardCw::Direct capture after order","Contabilización immediatamente después del pedido"
"Customweb_BarclaycardCw::Directly after order","Directamente después del pedido"
"Customweb_BarclaycardCw::Directly after order (sale)","Directly after order (sale)"
"Customweb_BarclaycardCw::Disabled","Desactivado"
"Customweb_BarclaycardCw::Discount","Immediatamente después del pedido"
"Customweb_BarclaycardCw::Discount Amount","Cantidad de Descuento"
"Customweb_BarclaycardCw::Discover Card","Discover Card"
"Customweb_BarclaycardCw::Do never mark the transaction as uncertain, except those from countries listed below.","En ningún caso deben marcar la transacción como incierto, excepto los de los países que figuran a continuación."
"Customweb_BarclaycardCw::Don't change order status","No cambie el estado del pedido"
"Customweb_BarclaycardCw::Don't change the layout of the payment page","No cambiar el diseño de la página de pago"
"Customweb_BarclaycardCw::Don't use template (standard Barclaycard)","No utilizar plantilla (por defecto Barclaycard)"
"Customweb_BarclaycardCw::During authorization","Durante la autorización"
"Customweb_BarclaycardCw::Dynamic Template","Plantilla dinámica"
"Customweb_BarclaycardCw::Edit","Editar"
"Customweb_BarclaycardCw::Edit Invoice #%s","Edit Invoice #%s"
"Customweb_BarclaycardCw::Edit Invoice %s","Edit Invoice %s"
"Customweb_BarclaycardCw::Email Address","Email Address"
"Customweb_BarclaycardCw::Empty version number field name","Empty version number field name"
"Customweb_BarclaycardCw::Enable or disable logging.","Enable or disable logging."
"Customweb_BarclaycardCw::Enable the desired payment methods.","Habilitar los métodos de pago que desee."
"Customweb_BarclaycardCw::Enable the payment method","Activar forma de pago"
"Customweb_BarclaycardCw::Enabled","Activado"
"Customweb_BarclaycardCw::Enter the PSPID for the test and live (if available) mode.","Introduzca el PSP ID para la prueba y vivir (si está disponible) de modo."
"Customweb_BarclaycardCw::Enter the PSPID of Barclaycard.","Entre su PSPID de Barclaycard."
"Customweb_BarclaycardCw::Enter the URLs in the PSP Technical Information > Transaction Feedback. Make sure that the feedback is set to &quot;Online but switch to a deferred request when the online requests fail&quot;.","Introduzca las URL de la Información Técnica PSP> Transaction Evaluación. Asegúrese de que las votaciones se ajusta a &quot;Online pero cambiar a una solicitud diferida cuando las peticiones en línea fail&quot;."
"Customweb_BarclaycardCw::Enter the date on which your card expires.","Introduzca la fecha en la que expira su tarjeta."
"Customweb_BarclaycardCw::Enter the live SHA-IN passphrase. This value must be identical to the one in the back-end of Barclaycard.","Introduzca el live SHA-IN frase de contraseña. Este valor debe ser idéntica a la que en el back-end de Barclaycard."
"Customweb_BarclaycardCw::Enter the live SHA-OUT passphrase. This value must be identical to the one in the back-end of Barclaycard.","Introduzca el live SHA-OUT frase de contraseña. Este valor debe ser idéntica a la que en el back-end de Barclaycard."
"Customweb_BarclaycardCw::Enter the test PSPID of Barclaycard.","Entre su PSPID de prueba de Barclaycard."
"Customweb_BarclaycardCw::Enter the test SHA-IN passphrase. This value must be identical to the one in the back-end of Barclaycard.","Introduzca el SHA-IN frase de contraseña de prueba. Este valor debe ser idéntica a la que en el back-end de Barclaycard."
"Customweb_BarclaycardCw::Enter the test SHA-OUT passphrase. This value must be identical to the one in the back-end of Barclaycard.","Introduzca el SHA-OUT frase de contraseña de prueba. Este valor debe ser idéntica a la que en el back-end de Barclaycard."
"Customweb_BarclaycardCw::Equens (Direct Debits NL)","Equens (Direct Debits NL)"
"Customweb_BarclaycardCw::Error with the length of the validation date.","Error with the length of the validation date."
"Customweb_BarclaycardCw::Excl. Tax","Excl. impuesto"
"Customweb_BarclaycardCw::Expiry date contains non-numeric data.","Fecha de caducidad contiene datos no numéricos."
"Customweb_BarclaycardCw::Expiry date is in wrong format.","Fecha de caducidad está en formato incorrecto"
"Customweb_BarclaycardCw::Expiry date must be in the future.","Fecha de caducidad debe ser en el futuro."
"Customweb_BarclaycardCw::External Checkout","External Checkout"
"Customweb_BarclaycardCw::External Checkout: Guest Checkout","External Checkout: Guest Checkout"
"Customweb_BarclaycardCw::Failed","Fallado"
"Customweb_BarclaycardCw::Failed payment authorization.","Error de autorización de pago."
"Customweb_BarclaycardCw::Failure during cancellation of the transaction. (Cancellation reason: Customer did not pay","Fallo durante la cancelación de la transacción. Razón de cancelación: Cliente no pagó"
"Customweb_BarclaycardCw::Failure during capturing of the transaction. Check the ____paymentServiceProvider____ backend for the current state of the transaction.","Failure during capturing of the transaction. Check the ____paymentServiceProvider____ backend for the current state of the transaction."
"Customweb_BarclaycardCw::Female","Femenino"
"Customweb_BarclaycardCw::Figure !number:","Figure !number:"
"Customweb_BarclaycardCw::Finland (FI)","Finlandia (FI)"
"Customweb_BarclaycardCw::Font Family","Font Family"
"Customweb_BarclaycardCw::For a maintenance request a payment id must be set on the transaction.","Para obtener una solicitud de mantenimiento una ID de pago se debe establecer en la transacción."
"Customweb_BarclaycardCw::Forgot Your Password?","Forgot Your Password?"
"Customweb_BarclaycardCw::Forgot your password?","Forgot your password?"
"Customweb_BarclaycardCw::France (FR)","Francia (FR)"
"Customweb_BarclaycardCw::Gender","Desconocido"
"Customweb_BarclaycardCw::Germany","Alemania"
"Customweb_BarclaycardCw::Germany (DE)","Alemania (DE)"
"Customweb_BarclaycardCw::Germany (no code)","Alemania (ningún código)"
"Customweb_BarclaycardCw::Get Update","Get Update"
"Customweb_BarclaycardCw::Great Britain (GB)","Gran Bretaña (GB)"
"Customweb_BarclaycardCw::Green","Green"
"Customweb_BarclaycardCw::HTTP Status Changes URL","URL para cambios de estado HTTP"
"Customweb_BarclaycardCw::HTTP Status for Refused Payments","Estado para pagos rechazados (de acuerdo a una petición HTTP para los cambios de estado)"
"Customweb_BarclaycardCw::HTTP Status for Successful Payments","Estado para pagos exitosos (de acuerdo a una petición HTTP para los cambios de estado)"
"Customweb_BarclaycardCw::Hash calculation method","Método de cálculo del hash"
"Customweb_BarclaycardCw::Here you can define a Shop ID. This is only necessary if you wish to operate several shops with one PSPID. In order to use this module, an additional module is required.","Aquí se puede definir un ID Shop. Esto sólo es necesario si desea utilizar varias tiendas con una PSPID. Para utilizar este módulo, se requiere un módulo adicional."
"Customweb_BarclaycardCw::Here you can insert an order prefix. The prefix allows you to change the order number that is transmitted to Authorize.net. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id}).","Here you can insert an order prefix. The prefix allows you to change the order number that is transmitted to Authorize.net. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id})."
"Customweb_BarclaycardCw::Here you can insert an order prefix. The prefix allows you to change the order number that is transmitted to Barclaycard. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id}).","Aquí se puede definir un prefijo de orden. El prefijo le permite cambiar el número de orden que se transmite a Barclaycard El prefijo debe contener la etiqueta {id}. A continuación, se sustituye por el número de orden (por ejemplo nombre_{id})."
"Customweb_BarclaycardCw::Hide","Hide"
"Customweb_BarclaycardCw::Horizontally grouped logos with no group names","Logos agrupados horizontalmente sin nombres de grupo"
"Customweb_BarclaycardCw::Horizontally grouped logos with the name on the left side","Logos agrupados horizontalmente con el nombre en la parte izquierda"
"Customweb_BarclaycardCw::IBAN","IBAN"
"Customweb_BarclaycardCw::IBAN number","número IBAN"
"Customweb_BarclaycardCw::IP country and billing country code must match.","País IP y facturación código de país deben coincidir."
"Customweb_BarclaycardCw::IP country code and issuer country code must match.","Código de país de IP y emisor código de país deben coincidir."
"Customweb_BarclaycardCw::If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, it won't be available until the order is canceled (see timeout option below). Enable this setting to cancel the customer's pending orders when he returns to the cart page and a product is not available anymore.","Si sólo hay una unidad en stock y el pago del cliente (comprando esta unidad) falla, el producto está reservado hasta que la orden esta cancelada (vea la opción de tiempo de espera). Activa esta opción si desea que el producto NO está reservado. Ordenes con un estado de pago fallido o annulado entonces serán canceladas inmediatamente."
"Customweb_BarclaycardCw::If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, it won't be available until the order is canceled (see timeout option below). Enable this setting to cancel the customer's pending orders when he returns to the cart page and a product is not available anymore. Be careful though: If you enable this option, there is a chance that payments are made with the corresponding order being already canceled.","If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, it won't be available until the order is canceled (see timeout option below). Enable this setting to cancel the customer's pending orders when he returns to the cart page and a product is not available anymore. Be careful though: If you enable this option, there is a chance that payments are made with the corresponding order being already canceled."
"Customweb_BarclaycardCw::If it is not applicable leave the field empty.","Si no es aplicable deje el campo vacío."
"Customweb_BarclaycardCw::If the Alias Manager is used, the intended purpose is shown to the customer on the payment page. Through this the customer knows why his data is saved.","Si el Alias Manager ​​se utiliza, el uso previsto se muestra al cliente en la página de pago. Entonces el cliente sabe por qué sus datos se almacenan."
"Customweb_BarclaycardCw::If the status is 'Pending' it is unclear whether the transaction will be cancelled successfully.","Si el estado es ""pendiente"" no está claro si la transacción se cancelará con éxito."
"Customweb_BarclaycardCw::If the status is 'Pending' it is unclear whether the transaction will be captured successfully.","Si el estado es ""pendiente"" no está claro si la transacción será capturado con éxito."
"Customweb_BarclaycardCw::If the status is 'Pending' it is unclear whether the transaction will be refunded successfully.","Si el estado es ""pendiente"" no está claro si la transacción será devuelto con éxito."
"Customweb_BarclaycardCw::If the test mode is selected the test PSPID is used and the test SHA passphrases.","En el modo de prueba la PSPID de prueba y los contraseñas de prueba SHA se utilizan automáticamente"
"Customweb_BarclaycardCw::If the test mode is selected the test account is used. Otherwise the configured account is used.","If the test mode is selected the test account is used. Otherwise the configured account is used."
"Customweb_BarclaycardCw::If you have any issues with the module please feel free to contact us. See our <a href='https://www.sellxed.com/en/support' target='_blank'>support page</a> for more information.","If you have any issues with the module please feel free to contact us. See our <a href='https://www.sellxed.com/en/support' target='_blank'>support page</a> for more information."
"Customweb_BarclaycardCw::If you select this checkbox, the payment will be captured at the PSP and you can not add additional captures.","If you select this checkbox, the payment will be captured at the PSP and you can not add additional captures."
"Customweb_BarclaycardCw::If you would like to use recurring payments, you need our magento module ""Customweb Subscription"". For further information go to <a href=""http://www.sellxed.com/shop/"" target=""_blank"">sellxed.com</a>.","If you would like to use recurring payments, you need our magento module ""Customweb Subscription"". For further information go to <a href=""http://www.sellxed.com/shop/"" target=""_blank"">sellxed.com</a>."
"Customweb_BarclaycardCw::Image Brand Selection","Image Brand Selection"
"Customweb_BarclaycardCw::In case hidden authorization is used, the brand of the credit card is detected by the card number and the card number is validated accordingly. This setting enables the restriction of the allowed brands.","En caso de que se utiliza la autorización oculta, la marca de la tarjeta de crédito es detectado por el número de tarjeta y el número de tarjeta es validada en consecuencia. Esta configuración permite la restricción de las marcas permitidas."
"Customweb_BarclaycardCw::In case the payment page is used with this payment method the different credit card brands are listed on the payment page of Barclaycard. This setting controlls the display of them.","En caso de que la página de pago se utiliza con este método de pago de las diferentes marcas de tarjetas de crédito están listados en la página de pago de Barclaycard. Este ajuste controla que se muestran."
"Customweb_BarclaycardCw::In some cases it may take a few seconds until the transaction is successfully authorized. When this option is enabled, the notification is awaited.","In some cases it may take a few seconds until the transaction is successfully authorized. When this option is enabled, the notification is awaited."
"Customweb_BarclaycardCw::In some cases the transaction requires a few seconds until it is successfully authorized. When this option is enabled the user is hold until the transaction reach the final state. If this is not the case in 30 seconds a message is shown to the customer, which explains the situation.","In some cases the transaction requires a few seconds until it is successfully authorized. When this option is enabled the user is hold until the transaction reach the final state. If this is not the case in 30 seconds a message is shown to the customer, which explains the situation."
"Customweb_BarclaycardCw::Inactive","Incactivo"
"Customweb_BarclaycardCw::Incl. Tax","Incl. impuesto"
"Customweb_BarclaycardCw::Information","Information"
"Customweb_BarclaycardCw::Ingenico (Direct Debits AT)","Ingenico (Direct Debits AT)"
"Customweb_BarclaycardCw::Intended purpose of alias","Uso previsto del alias"
"Customweb_BarclaycardCw::Invalid CVC format.","Formato CVC no válido"
"Customweb_BarclaycardCw::Invalid expiry month.","Invalid mes de vencimiento."
"Customweb_BarclaycardCw::Invalid login or password.","Invalid login or password."
"Customweb_BarclaycardCw::Invoice Items","Artículos factura"
"Customweb_BarclaycardCw::Invoice Settlement","Invoice Settlement"
"Customweb_BarclaycardCw::Invoice Totals","Totales de las facturas"
"Customweb_BarclaycardCw::Invoice settlement","Creación de la factura."
"Customweb_BarclaycardCw::Invoice was created successfully","La cuenta ha sido creada con éxito"
"Customweb_BarclaycardCw::Invoices","Facturas"
"Customweb_BarclaycardCw::Issue Number","Número de emisión"
"Customweb_BarclaycardCw::Issuer country code and billing country code.","Código del país emisor y el código de país de facturación."
